pathogen,PathogenID,PathogenTaxID,pc1,pc2,Host,HostID,HostTaxID,HType,Hc1,Hc2,papersNO,seqNO
influenza a virus,3436278,11320,virus,virus,larus canus,3442669,28681,host,aves,aves,NULL,8
influenza a virus,3436278,11320,virus,virus,larus canus,3442669,28681,host,aves,aves,NULL,10
influenza a virus,3436278,11320,virus,virus,larus canus,3442669,28681,host,aves,aves,4,NULL
influenza a virus,3436278,11320,virus,virus,larus delawarensis,3603549,126683,host,aves,aves,NULL,1
influenza a virus,3436278,11320,virus,virus,larus delawarensis,3603549,126683,host,aves,aves,NULL,3
influenza a virus,3436278,11320,virus,virus,larus delawarensis,3603549,126683,host,aves,aves,NULL,4
influenza a virus,3436278,11320,virus,virus,larus delawarensis,3603549,126683,host,aves,aves,NULL,8
influenza a virus,3436278,11320,virus,virus,larus delawarensis,3603549,126683,host,aves,aves,6,NULL
influenza a virus,3436278,11320,virus,virus,larus dominicanus,3455024,37036,host,aves,aves,NULL,2
influenza a virus,3436278,11320,virus,virus,larus dominicanus,3455024,37036,host,aves,aves,NULL,8
influenza a virus,3436278,11320,virus,virus,larus fuscus,3432421,8915,host,aves,aves,NULL,1
influenza a virus,3436278,11320,virus,virus,larus fuscus,3432421,8915,host,aves,aves,NULL,8
influenza a virus,3436278,11320,virus,virus,larus glaucescens,3597157,119606,host,aves,aves,NULL,8
influenza a virus,3436278,11320,virus,virus,larus glaucescens,3597157,119606,host,aves,aves,NULL,9
influenza a virus,3436278,11320,virus,virus,larus glaucescens,3597157,119606,host,aves,aves,NULL,15
influenza a virus,3436278,11320,virus,virus,larus glaucoides,3595944,118194,host,aves,aves,NULL,8
influenza a virus,3436278,11320,virus,virus,larus hyperboreus,3597185,119637,host,aves,aves,NULL,6
influenza a virus,3436278,11320,virus,virus,larus hyperboreus,3597185,119637,host,aves,aves,NULL,8
influenza a virus,3436278,11320,virus,virus,larus marinus,3432417,8912,host,aves,aves,NULL,1
influenza a virus,3436278,11320,virus,virus,larus marinus,3432417,8912,host,aves,aves,NULL,6
influenza a virus,3436278,11320,virus,virus,larus marinus,3432417,8912,host,aves,aves,NULL,8
influenza a virus,3436278,11320,virus,virus,larus michahellis,3597175,119627,host,aves,aves,NULL,1
influenza a virus,3436278,11320,virus,virus,larus michahellis,3597175,119627,host,aves,aves,NULL,2
influenza a virus,3436278,11320,virus,virus,larus michahellis,3597175,119627,host,aves,aves,NULL,8
influenza a virus,3436278,11320,virus,virus,larus michahellis,3597175,119627,host,aves,aves,NULL,14
influenza a virus,3436278,11320,virus,virus,larus michahellis,3597175,119627,host,aves,aves,4,NULL
influenza a virus,3436278,11320,virus,virus,larus mongolicus,3597505,119967,host,aves,aves,NULL,8
influenza a virus,3436278,11320,virus,virus,larus novaehollandiae,3432423,8916,host,aves,aves,NULL,8
influenza a virus,3436278,11320,virus,virus,larus schistisagus,3597158,119607,host,aves,aves,NULL,11
influenza a virus,3436278,11320,virus,virus,leiothrix argentauris,3671750,201335,host,aves,aves,NULL,8
influenza a virus,3436278,11320,virus,virus,leiothrix lutea,3453794,36275,host,aves,aves,NULL,8
influenza a virus,3436278,11320,virus,virus,leucophaeus pipixcan,4070544,690715,host,aves,aves,NULL,2
influenza a virus,3436278,11320,virus,virus,leucophaeus pipixcan,4070544,690715,host,aves,aves,NULL,8
influenza a virus,3436278,11320,virus,virus,lonchura punctulata,3862111,414892,host,aves,aves,NULL,8
influenza a virus,3436278,11320,virus,virus,lonchura striata,3460325,40157,host,aves,aves,NULL,8
influenza a virus,3436278,11320,virus,virus,lophodytes cucullatus,3739916,279951,host,aves,aves,NULL,8
influenza a virus,3436278,11320,virus,virus,lophura leucomelanos,3616032,140445,host,aves,aves,NULL,8
influenza a virus,3436278,11320,virus,virus,lophura nycthemera,3432646,9046,host,aves,aves,NULL,8
influenza a virus,3436278,11320,virus,virus,macaca fascicularis,3433477,9541,host,primates,mammals,53,NULL
influenza a virus,3436278,11320,virus,virus,macaca mulatta,3433483,9544,host,primates,mammals,60,NULL
influenza a virus,3436278,11320,virus,virus,macaca nemestrina,3433485,9545,host,primates,mammals,5,NULL
influenza a virus,3436278,11320,virus,virus,mareca americana,3521895,75832,host,aves,aves,NULL,1
influenza a virus,3436278,11320,virus,virus,mareca americana,3521895,75832,host,aves,aves,NULL,2
influenza a virus,3436278,11320,virus,virus,mareca americana,3521895,75832,host,aves,aves,NULL,7
influenza a virus,3436278,11320,virus,virus,mareca americana,3521895,75832,host,aves,aves,NULL,8
influenza a virus,3436278,11320,virus,virus,mareca americana,3521895,75832,host,aves,aves,NULL,9
influenza a virus,3436278,11320,virus,virus,mareca americana,3521895,75832,host,aves,aves,NULL,10
influenza a virus,3436278,11320,virus,virus,mareca americana,3521895,75832,host,aves,aves,4,NULL
influenza a virus,3436278,11320,virus,virus,mareca penelope,3432282,8838,host,aves,aves,NULL,1
influenza a virus,3436278,11320,virus,virus,mareca penelope,3432282,8838,host,aves,aves,NULL,2
influenza a virus,3436278,11320,virus,virus,mareca penelope,3432282,8838,host,aves,aves,NULL,7
influenza a virus,3436278,11320,virus,virus,mareca penelope,3432282,8838,host,aves,aves,NULL,8
influenza a virus,3436278,11320,virus,virus,mareca penelope,3432282,8838,host,aves,aves,NULL,9
influenza a virus,3436278,11320,virus,virus,mareca penelope,3432282,8838,host,aves,aves,NULL,10
influenza a virus,3436278,11320,virus,virus,mareca penelope,3432282,8838,host,aves,aves,NULL,11
influenza a virus,3436278,11320,virus,virus,mareca penelope,3432282,8838,host,aves,aves,NULL,16
influenza a virus,3436278,11320,virus,virus,mareca penelope,3432282,8838,host,aves,aves,5,NULL
influenza a virus,3436278,11320,virus,virus,mareca penelope,3432282,8838,host,aves,aves,9,NULL
influenza a virus,3436278,11320,virus,virus,mareca sibilatrix,3521947,75858,host,aves,aves,NULL,2
influenza a virus,3436278,11320,virus,virus,mareca strepera,3521953,75861,host,aves,aves,NULL,1
influenza a virus,3436278,11320,virus,virus,mareca strepera,3521953,75861,host,aves,aves,NULL,2
influenza a virus,3436278,11320,virus,virus,mareca strepera,3521953,75861,host,aves,aves,NULL,7
influenza a virus,3436278,11320,virus,virus,mareca strepera,3521953,75861,host,aves,aves,NULL,8
influenza a virus,3436278,11320,virus,virus,mareca strepera,3521953,75861,host,aves,aves,NULL,11
influenza a virus,3436278,11320,virus,virus,mareca strepera,3521953,75861,host,aves,aves,NULL,13
influenza a virus,3436278,11320,virus,virus,mareca strepera,3521953,75861,host,aves,aves,NULL,16
influenza a virus,3436278,11320,virus,virus,mareca strepera,3521953,75861,host,aves,aves,4,NULL
influenza a virus,3436278,11320,virus,virus,martes foina,3433660,9659,host,carnivores,mammals,4,NULL
influenza a virus,3436278,11320,virus,virus,melanitta americana,25939337,1581554,host,aves,aves,NULL,4
influenza a virus,3436278,11320,virus,virus,melanitta americana,25939337,1581554,host,aves,aves,NULL,8
influenza a virus,3436278,11320,virus,virus,melanitta fusca,3823077,371864,host,aves,aves,NULL,2
influenza a virus,3436278,11320,virus,virus,melanitta fusca,3823077,371864,host,aves,aves,NULL,7
influenza a virus,3436278,11320,virus,virus,melanitta fusca,3823077,371864,host,aves,aves,NULL,8
influenza a virus,3436278,11320,virus,virus,melanitta nigra,3668603,198027,host,aves,aves,NULL,1
influenza a virus,3436278,11320,virus,virus,melanitta nigra,3668603,198027,host,aves,aves,NULL,4
influenza a virus,3436278,11320,virus,virus,melanitta nigra,3668603,198027,host,aves,aves,NULL,10
influenza a virus,3436278,11320,virus,virus,meleagris gallopavo,3432740,9103,host,aves,aves,NULL,1
influenza a virus,3436278,11320,virus,virus,meleagris gallopavo,3432740,9103,host,aves,aves,NULL,2
influenza a virus,3436278,11320,virus,virus,meleagris gallopavo,3432740,9103,host,aves,aves,NULL,3
influenza a virus,3436278,11320,virus,virus,meleagris gallopavo,3432740,9103,host,aves,aves,NULL,4
influenza a virus,3436278,11320,virus,virus,meleagris gallopavo,3432740,9103,host,aves,aves,NULL,5
influenza a virus,3436278,11320,virus,virus,meleagris gallopavo,3432740,9103,host,aves,aves,NULL,6
influenza a virus,3436278,11320,virus,virus,meleagris gallopavo,3432740,9103,host,aves,aves,NULL,7
influenza a virus,3436278,11320,virus,virus,meleagris gallopavo,3432740,9103,host,aves,aves,NULL,8
influenza a virus,3436278,11320,virus,virus,meleagris gallopavo,3432740,9103,host,aves,aves,NULL,9
influenza a virus,3436278,11320,virus,virus,meleagris gallopavo,3432740,9103,host,aves,aves,NULL,10
influenza a virus,3436278,11320,virus,virus,meleagris gallopavo,3432740,9103,host,aves,aves,NULL,11
influenza a virus,3436278,11320,virus,virus,meleagris gallopavo,3432740,9103,host,aves,aves,NULL,13
influenza a virus,3436278,11320,virus,virus,meleagris gallopavo,3432740,9103,host,aves,aves,NULL,14
influenza a virus,3436278,11320,virus,virus,meleagris gallopavo,3432740,9103,host,aves,aves,NULL,15
influenza a virus,3436278,11320,virus,virus,meleagris gallopavo,3432740,9103,host,aves,aves,NULL,16
influenza a virus,3436278,11320,virus,virus,meleagris gallopavo,3432740,9103,host,aves,aves,NULL,17
influenza a virus,3436278,11320,virus,virus,meleagris gallopavo,3432740,9103,host,aves,aves,NULL,19
influenza a virus,3436278,11320,virus,virus,meleagris gallopavo,3432740,9103,host,aves,aves,NULL,26
influenza a virus,3436278,11320,virus,virus,meleagris gallopavo,3432740,9103,host,aves,aves,16,7
influenza a virus,3436278,11320,virus,virus,melopsittacus undulatus,3438183,13146,host,aves,aves,11,NULL
influenza a virus,3436278,11320,virus,virus,melospiza melodia,3467682,44397,host,aves,aves,NULL,1
influenza a virus,3436278,11320,virus,virus,melursus ursinus,3433620,9636,host,carnivores,mammals,NULL,8
influenza a virus,3436278,11320,virus,virus,mephitis mephitis,3445645,30548,host,carnivores,mammals,4,NULL
influenza a virus,3436278,11320,virus,virus,mergellus albellus,3577031,107026,host,aves,aves,NULL,7
influenza a virus,3436278,11320,virus,virus,mergellus albellus,3577031,107026,host,aves,aves,NULL,9
influenza a virus,3436278,11320,virus,virus,mergus merganser,3432361,8880,host,aves,aves,NULL,1
influenza a virus,3436278,11320,virus,virus,milvus migrans,3482337,52810,host,aves,aves,NULL,1
influenza a virus,3436278,11320,virus,virus,mirounga angustirostris,3433760,9716,host,carnivores,mammals,NULL,8
influenza a virus,3436278,11320,virus,virus,morphnus guianensis,3718249,252789,host,aves,aves,5,NULL
influenza a virus,3436278,11320,virus,virus,mus musculus,3434366,10090,host,rodents,mammals,NULL,4
influenza a virus,3436278,11320,virus,virus,mustela lutreola,3433674,9666,host,carnivores,mammals,NULL,1
influenza a virus,3436278,11320,virus,virus,mustela lutreola,3433674,9666,host,carnivores,mammals,NULL,2
influenza a virus,3436278,11320,virus,virus,mustela lutreola,3433674,9666,host,carnivores,mammals,NULL,7
influenza a virus,3436278,11320,virus,virus,mustela lutreola,3433674,9666,host,carnivores,mammals,NULL,8
influenza a virus,3436278,11320,virus,virus,mustela putorius,3433676,9668,host,carnivores,mammals,NULL,1
influenza a virus,3436278,11320,virus,virus,mustela putorius,3433676,9668,host,carnivores,mammals,NULL,2
influenza a virus,3436278,11320,virus,virus,mustela putorius,3433676,9668,host,carnivores,mammals,NULL,3
influenza a virus,3436278,11320,virus,virus,mustela putorius,3433676,9668,host,carnivores,mammals,NULL,8
influenza a virus,3436278,11320,virus,virus,mustela putorius,3433676,9668,host,carnivores,mammals,5,NULL
influenza a virus,3436278,11320,virus,virus,mustela putorius,3433676,9668,host,carnivores,mammals,593,NULL
influenza a virus,3436278,11320,virus,virus,myiopsitta monachus,3648370,176066,host,aves,aves,NULL,1
influenza a virus,3436278,11320,virus,virus,myrmecophaga tridactyla,3513280,71006,host,other mammals,mammals,NULL,4
influenza a virus,3436278,11320,virus,virus,nannopterum auritus,3488227,56069,host,aves,aves,NULL,8
influenza a virus,3436278,11320,virus,virus,necrosyrtes monachus,3445446,30399,host,aves,aves,NULL,1
influenza a virus,3436278,11320,virus,virus,necrosyrtes monachus,3445446,30399,host,aves,aves,NULL,5
influenza a virus,3436278,11320,virus,virus,necrosyrtes monachus,3445446,30399,host,aves,aves,NULL,8
influenza a virus,3436278,11320,virus,virus,neofelis nebulosa,3497681,61452,host,carnivores,mammals,NULL,2
influenza a virus,3436278,11320,virus,virus,neovison vison,3895726,452646,host,carnivores,mammals,NULL,1
influenza a virus,3436278,11320,virus,virus,neovison vison,3895726,452646,host,carnivores,mammals,NULL,2
influenza a virus,3436278,11320,virus,virus,neovison vison,3895726,452646,host,carnivores,mammals,NULL,7
influenza a virus,3436278,11320,virus,virus,neovison vison,3895726,452646,host,carnivores,mammals,NULL,8
influenza a virus,3436278,11320,virus,virus,neovison vison,3895726,452646,host,carnivores,mammals,7,NULL
influenza a virus,3436278,11320,virus,virus,netta peposaca,3970824,541013,host,aves,aves,NULL,1
influenza a virus,3436278,11320,virus,virus,netta peposaca,3970824,541013,host,aves,aves,NULL,8
influenza a virus,3436278,11320,virus,virus,netta rufina,3445425,30387,host,aves,aves,NULL,8
influenza a virus,3436278,11320,virus,virus,nisaetus nipalensis,3683934,214438,host,aves,aves,NULL,1
influenza a virus,3436278,11320,virus,virus,nisaetus nipalensis,3683934,214438,host,aves,aves,NULL,8
influenza a virus,3436278,11320,virus,virus,nisaetus nipalensis,3683934,214438,host,aves,aves,4,NULL
influenza a virus,3436278,11320,virus,virus,nisaetus nipalensis,3683934,214438,host,aves,aves,5,NULL
influenza a virus,3436278,11320,virus,virus,numenius arquata,3447460,31919,host,aves,aves,NULL,3
influenza a virus,3436278,11320,virus,virus,numida meleagris,3432573,8996,host,aves,aves,NULL,1
influenza a virus,3436278,11320,virus,virus,numida meleagris,3432573,8996,host,aves,aves,NULL,8
influenza a virus,3436278,11320,virus,virus,numida meleagris,3432573,8996,host,aves,aves,NULL,15
influenza a virus,3436278,11320,virus,virus,nyctereutes procyonoides,3451573,34880,host,carnivores,mammals,5,NULL
influenza a virus,3436278,11320,virus,virus,nycticorax nycticorax,3432396,8901,host,aves,aves,NULL,2
influenza a virus,3436278,11320,virus,virus,odobenus rosmarus,3433742,9707,host,carnivores,mammals,4,NULL
influenza a virus,3436278,11320,virus,virus,oenanthe isabellina,3811097,358819,host,aves,aves,NULL,1
influenza a virus,3436278,11320,virus,virus,ondatra zibethicus,3434321,10060,host,rodents,mammals,NULL,8
influenza a virus,3436278,11320,virus,virus,onychoprion fuscatus,3871648,425648,host,aves,aves,NULL,9
influenza a virus,3436278,11320,virus,virus,oxyura jamaicensis,3432369,8884,host,aves,aves,NULL,8
influenza a virus,3436278,11320,virus,virus,pan troglodytes,3433558,9598,host,primates,mammals,18,NULL
influenza a virus,3436278,11320,virus,virus,panthera pardus,3433716,9691,host,carnivores,mammals,4,NULL
influenza a virus,3436278,11320,virus,virus,panthera tigris,3433721,9694,host,carnivores,mammals,NULL,2
influenza a virus,3436278,11320,virus,virus,panthera tigris,3433721,9694,host,carnivores,mammals,NULL,8
influenza a virus,3436278,11320,virus,virus,panthera tigris,3433721,9694,host,carnivores,mammals,18,NULL
influenza a virus,3436278,11320,virus,virus,parkesia noveboracensis,3654808,182947,host,aves,aves,NULL,1
influenza a virus,3436278,11320,virus,virus,passer domesticus,3475521,48849,host,aves,aves,NULL,1
influenza a virus,3436278,11320,virus,virus,passer domesticus,3475521,48849,host,aves,aves,4,NULL
influenza a virus,3436278,11320,virus,virus,passer domesticus,3475521,48849,host,aves,aves,8,NULL
influenza a virus,3436278,11320,virus,virus,passer montanus,3432830,9160,host,aves,aves,NULL,1
influenza a virus,3436278,11320,virus,virus,passer montanus,3432830,9160,host,aves,aves,NULL,8
influenza a virus,3436278,11320,virus,virus,passer montanus,3432830,9160,host,aves,aves,NULL,16
influenza a virus,3436278,11320,virus,virus,passer montanus,3432830,9160,host,aves,aves,12,NULL
influenza a virus,3436278,11320,virus,virus,passer montanus,3432830,9160,host,aves,aves,15,NULL
influenza a virus,3436278,11320,virus,virus,passerella iliaca,3467666,44389,host,aves,aves,NULL,1
influenza a virus,3436278,11320,virus,virus,pelecanus erythrorhynchos,3449490,33618,host,aves,aves,NULL,2
influenza a virus,3436278,11320,virus,virus,phalacrocorax carbo,3432918,9209,host,aves,aves,NULL,1
influenza a virus,3436278,11320,virus,virus,phalacrocorax carbo,3432918,9209,host,aves,aves,NULL,8
influenza a virus,3436278,11320,virus,virus,phalacrocorax carbo,3432918,9209,host,aves,aves,6,NULL
influenza a virus,3436278,11320,virus,virus,phasianus colchicus,3432660,9054,host,aves,aves,NULL,1
influenza a virus,3436278,11320,virus,virus,phasianus colchicus,3432660,9054,host,aves,aves,NULL,4
influenza a virus,3436278,11320,virus,virus,phasianus colchicus,3432660,9054,host,aves,aves,NULL,7
influenza a virus,3436278,11320,virus,virus,phasianus colchicus,3432660,9054,host,aves,aves,NULL,8
influenza a virus,3436278,11320,virus,virus,phasianus colchicus,3432660,9054,host,aves,aves,5,NULL
influenza a virus,3436278,11320,virus,virus,phoca vitulina,3433768,9720,host,carnivores,mammals,NULL,1
influenza a virus,3436278,11320,virus,virus,phoca vitulina,3433768,9720,host,carnivores,mammals,NULL,8
