pathogen,PathogenID,PathogenTaxID,pc1,pc2,Host,HostID,HostTaxID,HType,Hc1,Hc2,papersNO,seqNO
duck astrovirus gii.a,4194785,905828,virus,virus,anas platyrhynchos,3432284,8839,host,aves,aves,NULL,2
duck astrovirus gii.a,4194785,905828,virus,virus,anas platyrhynchos,3432284,8839,host,aves,aves,1,11
duck circovirus,3780359,324685,virus,virus,anas crecca,3521909,75839,host,aves,aves,NULL,1
duck circovirus,3780359,324685,virus,virus,anas platyrhynchos,3432284,8839,host,aves,aves,2,59
duck circovirus,3780359,324685,virus,virus,cairina moschata,3432316,8855,host,aves,aves,8,8
duck circovirus,3780359,324685,virus,virus,mareca falcata,3521919,75844,host,aves,aves,NULL,1
duck circovirus,3780359,324685,virus,virus,melanitta fusca,3823077,371864,host,aves,aves,1,1
duck flavivirus strain yy5,24657037,1093105,virus,virus,anas platyrhynchos,3432284,8839,host,aves,aves,NULL,3
duck hemorrhagic ovaritis virus,24638638,1070859,virus,virus,anas platyrhynchos,3432284,8839,host,aves,aves,NULL,2
duck hepatitis a virus,4071568,691956,virus,virus,anas platyrhynchos,3432284,8839,host,aves,aves,NULL,1
duck hepatitis a virus,4071568,691956,virus,virus,anas platyrhynchos,3432284,8839,host,aves,aves,NULL,62
duck hepatitis a virus,4071568,691956,virus,virus,anas platyrhynchos,3432284,8839,host,aves,aves,NULL,143
duck hepatitis a virus,4071568,691956,virus,virus,anas platyrhynchos,3432284,8839,host,aves,aves,5,222
duck hepatitis a virus,4071568,691956,virus,virus,cairina moschata,3432316,8855,host,aves,aves,1,3
duck hepatitis a virus,4071568,691956,virus,virus,cairina moschata,3432316,8855,host,aves,aves,4,NULL
duck hepatitis a virus,4071568,691956,virus,virus,gallus gallus,3432625,9031,host,aves,aves,9,NULL
duck hepatitis b virus,3437784,12639,virus,virus,anas platyrhynchos,3432284,8839,host,aves,aves,225,26
duck hepatitis b virus,3437784,12639,virus,virus,anser anser,3432292,8843,host,aves,aves,NULL,6
duck hepatitis b virus,3437784,12639,virus,virus,tadorna tadorna,3521961,75865,host,aves,aves,NULL,1
duck hepatitis virus 3,3805435,352474,virus,virus,anas platyrhynchos,3432284,8839,host,aves,aves,1,2
duck infectious anemia virus,26201250,1400257,virus,virus,anas platyrhynchos,3432284,8839,host,aves,aves,NULL,1
duck megrivirus,26201246,1350001,virus,virus,anas platyrhynchos,3432284,8839,host,aves,aves,1,2
duck papillomavirus,26201254,1867231,virus,virus,anas platyrhynchos,3432284,8839,host,aves,aves,NULL,3
duck parvovirus,3795985,341673,virus,virus,anas platyrhynchos,3432284,8839,host,aves,aves,4,10
duck parvovirus,3795985,341673,virus,virus,cairina moschata,3432316,8855,host,aves,aves,43,NULL
duck parvovirus,3795985,341673,virus,virus,cairina moschata,3432316,8855,host,aves,aves,43,14
duck-dominant coronavirus,26201252,1649337,virus,virus,anas platyrhynchos,3432284,8839,host,aves,aves,NULL,107
dugbe virus,3436442,11595,virus,virus,bos taurus,3434101,9913,host,ruminants,mammals,5,NULL
dugbe virus,3436442,11595,virus,virus,ovis aries,3434136,9940,host,ruminants,mammals,7,NULL
duvenhage virus,3457972,38767,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,15
duvenhage virus,3457972,38767,virus,virus,nycteris thebaica,3494210,59467,host,bats,mammals,1,1
dyoomikronpapillomavirus 1,26323240,1513251,virus,virus,saimiri sciureus,3433437,9521,host,primates,mammals,NULL,1
dyoomikronpapillomavirus 1,26323240,1513251,virus,virus,saimiri sciureus,3433437,9521,host,primates,mammals,NULL,2
dyosigmapapillomavirus 1,26323246,1513254,virus,virus,castor canadensis,3479774,51338,host,rodents,mammals,NULL,2
dyoxipapillomavirus 1,26552587,1513255,virus,virus,rhinolophus blythi,3827313,376555,host,bats,mammals,NULL,9
dyoxipapillomavirus 1,26552587,1513255,virus,virus,scotophilus kuhlii,3627544,153297,host,bats,mammals,NULL,2
dzifa herpesvirus,27762755,1410510,virus,virus,triaenops afer,3978121,549403,host,bats,mammals,NULL,6
eastern equine encephalitis virus,3435775,11021,virus,virus,agelaius phoeniceus,3459453,39638,host,aves,aves,NULL,1
eastern equine encephalitis virus,3435775,11021,virus,virus,baeolophus bicolor,3543758,88114,host,aves,aves,4,NULL
eastern equine encephalitis virus,3435775,11021,virus,virus,balearica regulorum,4211141,925459,host,aves,aves,NULL,1
eastern equine encephalitis virus,3435775,11021,virus,virus,canis lupus familiaris,3433584,9615,host,carnivores,mammals,1,1
eastern equine encephalitis virus,3435775,11021,virus,virus,cardinalis cardinalis,3563081,98964,host,aves,aves,7,1
eastern equine encephalitis virus,3435775,11021,virus,virus,catharus ustulatus,3550638,91951,host,aves,aves,NULL,1
eastern equine encephalitis virus,3435775,11021,virus,virus,cavia porcellus,3434442,10141,host,rodents,mammals,5,NULL
eastern equine encephalitis virus,3435775,11021,virus,virus,corvus brachyrhynchos,3538390,85066,host,aves,aves,2,12
eastern equine encephalitis virus,3435775,11021,virus,virus,cyanocitta cristata,3442755,28727,host,aves,aves,4,8
eastern equine encephalitis virus,3435775,11021,virus,virus,dromaius novaehollandiae,3432192,8790,host,aves,aves,NULL,3
eastern equine encephalitis virus,3435775,11021,virus,virus,dumetella carolinensis,3585697,111981,host,aves,aves,4,1
eastern equine encephalitis virus,3435775,11021,virus,virus,empidonax alnorum,3679466,209618,host,aves,aves,NULL,1
eastern equine encephalitis virus,3435775,11021,virus,virus,empidonax traillii,3637900,164674,host,aves,aves,NULL,2
eastern equine encephalitis virus,3435775,11021,virus,virus,equus asinus,3433905,9793,host,equids,mammals,6,NULL
eastern equine encephalitis virus,3435775,11021,virus,virus,equus caballus,3433909,9796,host,equids,mammals,140,240
eastern equine encephalitis virus,3435775,11021,virus,virus,eudocimus albus,3823125,371913,host,aves,aves,NULL,6
eastern equine encephalitis virus,3435775,11021,virus,virus,gallus gallus,3432625,9031,host,aves,aves,24,NULL
eastern equine encephalitis virus,3435775,11021,virus,virus,garrulus glandarius,3489516,56783,host,aves,aves,NULL,1
eastern equine encephalitis virus,3435775,11021,virus,virus,geothlypis trichas,3611475,135433,host,aves,aves,1,1
eastern equine encephalitis virus,3435775,11021,virus,virus,grus americana,3432757,9117,host,aves,aves,5,1
eastern equine encephalitis virus,3435775,11021,virus,virus,haliaeetus leucocephalus,3482051,52644,host,aves,aves,1,5
eastern equine encephalitis virus,3435775,11021,virus,virus,hirundo rustica,3465493,43150,host,aves,aves,NULL,1
eastern equine encephalitis virus,3435775,11021,virus,virus,homo sapiens,3433574,9606,host,human,mammals,20,5
eastern equine encephalitis virus,3435775,11021,virus,virus,leiothlypis celata,3499073,62259,host,aves,aves,NULL,1
eastern equine encephalitis virus,3435775,11021,virus,virus,meleagris gallopavo,3432740,9103,host,aves,aves,2,1
eastern equine encephalitis virus,3435775,11021,virus,virus,melospiza melodia,3467682,44397,host,aves,aves,2,4
eastern equine encephalitis virus,3435775,11021,virus,virus,mimus polyglottos,3496408,60713,host,aves,aves,2,1
eastern equine encephalitis virus,3435775,11021,virus,virus,odocoileus virginianus,3434038,9874,host,ruminants,mammals,NULL,1
eastern equine encephalitis virus,3435775,11021,virus,virus,passerella iliaca,3467666,44389,host,aves,aves,NULL,1
eastern equine encephalitis virus,3435775,11021,virus,virus,passerina cyanea,3537961,84843,host,aves,aves,NULL,5
eastern equine encephalitis virus,3435775,11021,virus,virus,phasianus colchicus,3432660,9054,host,aves,aves,1,21
eastern equine encephalitis virus,3435775,11021,virus,virus,phoca vitulina,3433768,9720,host,carnivores,mammals,1,2
eastern equine encephalitis virus,3435775,11021,virus,virus,quiscalus quiscula,3537848,84782,host,aves,aves,3,13
eastern equine encephalitis virus,3435775,11021,virus,virus,seiurus aurocapilla,3654807,182946,host,aves,aves,1,3
eastern equine encephalitis virus,3435775,11021,virus,virus,setophaga coronata,3585685,111975,host,aves,aves,NULL,1
eastern equine encephalitis virus,3435775,11021,virus,virus,sturnus vulgaris,3432853,9172,host,aves,aves,2,1
eastern equine encephalitis virus,3435775,11021,virus,virus,sus scrofa,3433956,9823,host,suina,mammals,5,NULL
eastern equine encephalitis virus,3435775,11021,virus,virus,thryothorus ludovicianus,3518977,74200,host,aves,aves,2,4
eastern equine encephalitis virus,3435775,11021,virus,virus,turdus migratorius,3432882,9188,host,aves,aves,8,NULL
eastern equine encephalitis virus,3435775,11021,virus,virus,vicugna pacos,3445626,30538,host,camelidae,mammals,NULL,1
eastern equine encephalitis virus,3435775,11021,virus,virus,vireo griseus,3451675,34948,host,aves,aves,NULL,5
eastern equine encephalitis virus,3435775,11021,virus,virus,vireo olivaceus,3442767,28733,host,aves,aves,1,6
eastern equine encephalitis virus,3435775,11021,virus,virus,zenaida macroura,3472743,47245,host,aves,aves,3,14
eastern equine encephalitis virus,3435775,11021,virus,virus,zonotrichia albicollis,3467676,44394,host,aves,aves,NULL,10
echidna erv,27760337,1400256,virus,virus,tachyglossus aculeatus,3433010,9261,host,other mammals,mammals,NULL,1
ectromelia virus,3437786,12643,virus,virus,mus musculus,3434366,10090,host,rodents,mammals,38,17
ectromelia virus,3437786,12643,virus,virus,vulpes vulpes,3433604,9627,host,carnivores,mammals,NULL,1
eidolon dupraenum simplexvirus 1,3994641,570422,virus,virus,eidolon dupreanum,3491728,58063,host,bats,mammals,NULL,9
eidolon helvum adenovirus 1,27786484,1335467,virus,virus,eidolon helvum,3524418,77214,host,bats,mammals,NULL,1
eidolon helvum adenovirus 2,27786486,1335468,virus,virus,eidolon helvum,3524418,77214,host,bats,mammals,NULL,1
eidolon helvum adenovirus 3,27744671,1335469,virus,virus,eidolon helvum,3524418,77214,host,bats,mammals,NULL,1
eidolon helvum herpesvirus 1,27744673,1335470,virus,virus,eidolon helvum,3524418,77214,host,bats,mammals,NULL,1
eidolon helvum herpesvirus 2,27744675,1335471,virus,virus,eidolon helvum,3524418,77214,host,bats,mammals,NULL,1
eidolon helvum herpesvirus 3,27744677,1335472,virus,virus,eidolon helvum,3524418,77214,host,bats,mammals,NULL,1
eidolon helvum kobuvirus,27786488,1335473,virus,virus,eidolon helvum,3524418,77214,host,bats,mammals,NULL,1
eidolon helvum lung retrovirus 1,27786492,1335474,virus,virus,eidolon helvum,3524418,77214,host,bats,mammals,NULL,1
eidolon helvum papillomavirus 1,27727389,1163701,virus,virus,eidolon helvum,3524418,77214,host,bats,mammals,NULL,3
eidolon helvum papillomavirus 2,27543093,1335476,virus,virus,eidolon helvum,3524418,77214,host,bats,mammals,NULL,3
eidolon helvum papillomavirus 3,27273496,1335477,virus,virus,eidolon helvum,3524418,77214,host,bats,mammals,NULL,3
eidolon helvum papillomavirus 4,27744679,1335478,virus,virus,eidolon helvum,3524418,77214,host,bats,mammals,NULL,1
eidolon helvum papillomavirus 5,27744681,1335479,virus,virus,eidolon helvum,3524418,77214,host,bats,mammals,NULL,1
eidolon helvum papillomavirus 6,27744683,1335480,virus,virus,eidolon helvum,3524418,77214,host,bats,mammals,NULL,1
eidolon helvum papillomavirus 7,27786498,1335481,virus,virus,eidolon helvum,3524418,77214,host,bats,mammals,NULL,1
eidolon helvum paramyxovirus,27726935,1133726,virus,virus,eidolon helvum,3524418,77214,host,bats,mammals,NULL,3
eidolon helvum parvovirus 2,27786500,1335482,virus,virus,eidolon helvum,3524418,77214,host,bats,mammals,NULL,1
eidolon helvum poxvirus 1,27786502,1335484,virus,virus,eidolon helvum,3524418,77214,host,bats,mammals,NULL,1
eidolon helvum simplexvirus 1,3994642,570423,virus,virus,eidolon helvum,3524418,77214,host,bats,mammals,NULL,3
eidolon helvum throat retrovirus 1,27786494,1335475,virus,virus,eidolon helvum,3524418,77214,host,bats,mammals,NULL,1
eidolon paramyxovirus rc09,27222486,1132582,virus,virus,eidolon helvum,3524418,77214,host,bats,mammals,NULL,9
el moro canyon virus,3452242,35321,virus,virus,neotoma mexicana,3573673,105149,host,rodents,mammals,1,1
el moro canyon virus,3452242,35321,virus,virus,reithrodontomys megalotis,3467425,44234,host,rodents,mammals,5,11
elephant endotheliotropic herpesvirus 2,4110345,759755,virus,virus,loxodonta africana,3433889,9785,host,other mammals,mammals,NULL,25
elephant endotheliotropic herpesvirus 3,3977712,548913,virus,virus,elephas maximus,3433885,9783,host,other mammals,mammals,NULL,1
elephant endotheliotropic herpesvirus 3,3977712,548913,virus,virus,elephas maximus,3433885,9783,host,other mammals,mammals,NULL,2
elephant endotheliotropic herpesvirus 3,3977712,548913,virus,virus,loxodonta africana,3433889,9785,host,other mammals,mammals,NULL,3
elephant endotheliotropic herpesvirus 3,3977712,548913,virus,virus,loxodonta africana,3433889,9785,host,other mammals,mammals,NULL,13
elephant endotheliotropic herpesvirus 3,3977712,548913,virus,virus,loxodonta africana,3433889,9785,host,other mammals,mammals,NULL,15
elephant endotheliotropic herpesvirus 4,3977713,548914,virus,virus,elephas maximus,3433885,9783,host,other mammals,mammals,NULL,4
elephant endotheliotropic herpesvirus 4,3977713,548914,virus,virus,elephas maximus,3433885,9783,host,other mammals,mammals,2,38
elephant endotheliotropic herpesvirus 5,4117048,768738,virus,virus,elephas maximus,3433885,9783,host,other mammals,mammals,NULL,8
elephant endotheliotropic herpesvirus 5,4117048,768738,virus,virus,elephas maximus,3433885,9783,host,other mammals,mammals,NULL,14
elephant endotheliotropic herpesvirus 5,4117048,768738,virus,virus,elephas maximus,3433885,9783,host,other mammals,mammals,2,14
elephant endotheliotropic herpesvirus 6,4117049,768739,virus,virus,loxodonta africana,3433889,9785,host,other mammals,mammals,NULL,18
elephant endotheliotropic herpesvirus 7,26323626,1166470,virus,virus,loxodonta africana,3433889,9785,host,other mammals,mammals,NULL,1
elephant endotheliotropic herpesvirus 7,26323626,1166470,virus,virus,loxodonta africana,3433889,9785,host,other mammals,mammals,NULL,5
elephant gammaherpesvirus 1b,27541063,1325581,virus,virus,loxodonta africana,3433889,9785,host,other mammals,mammals,NULL,3
elephant gammaherpesvirus 2,4117051,768741,virus,virus,elephas maximus,3433885,9783,host,other mammals,mammals,NULL,2
elephant gammaherpesvirus 2,4117051,768741,virus,virus,loxodonta africana,3433889,9785,host,other mammals,mammals,NULL,3
elephant gammaherpesvirus 4,27467794,1806069,virus,virus,loxodonta africana,3433889,9785,host,other mammals,mammals,NULL,1
elephant gammaherpesvirus 5,4117054,768744,virus,virus,elephas maximus,3433885,9783,host,other mammals,mammals,NULL,1
elephant gammaherpesvirus 5,4117054,768744,virus,virus,loxodonta africana,3433889,9785,host,other mammals,mammals,NULL,1
elephantid herpesvirus 1,3621114,146015,virus,virus,elephas maximus,3433885,9783,host,other mammals,mammals,1,156
elephantid herpesvirus 1,3621114,146015,virus,virus,elephas maximus,3433885,9783,host,other mammals,mammals,2,6
elephantid herpesvirus 1,3621114,146015,virus,virus,elephas maximus,3433885,9783,host,other mammals,mammals,3,612
elephantid herpesvirus 3,3806500,353637,virus,virus,elephas maximus,3433885,9783,host,other mammals,mammals,1,1
elephantid herpesvirus 4,3806501,353638,virus,virus,elephas maximus,3433885,9783,host,other mammals,mammals,1,1
elephantid herpesvirus 6,3884241,439203,virus,virus,loxodonta africana,3433889,9785,host,other mammals,mammals,1,1
elk gammaherpesvirus 1,27708919,1834526,virus,virus,cervus canadensis,26552477,1574408,host,ruminants,mammals,NULL,1
elk gammaherpesvirus 2,27708921,1834527,virus,virus,cervus canadensis,26552477,1574408,host,ruminants,mammals,NULL,1
elk gammaherpesvirus 3,27483737,1834528,virus,virus,cervus canadensis,26552477,1574408,host,ruminants,mammals,NULL,1
encephalomyocarditis virus,3437178,12104,virus,virus,papio hamadryas,3433504,9557,host,primates,mammals,NULL,1
encephalomyocarditis virus,3437178,12104,virus,virus,sus scrofa,3433956,9823,host,suina,mammals,9,NULL
encephalomyocarditis virus,3437178,12104,virus,virus,sus scrofa,3433956,9823,host,suina,mammals,10,2
encephalomyocarditis virus type 2,27238814,1214956,virus,virus,apodemus sylvaticus,3434424,10129,host,rodents,mammals,NULL,1
enhydra lutris papillomavirus 1,27856732,1472717,virus,virus,enhydra lutris,3451577,34882,host,carnivores,mammals,NULL,1
entebbe bat virus,3502555,64283,virus,virus,chaerephon pumilus,3708738,242384,host,bats,mammals,1,1
enterovirus 123,27798205,1530247,virus,virus,mandrillus sphinx,3433506,9561,host,primates,mammals,NULL,4
enterovirus a,3614624,138948,virus,virus,gorilla gorilla,3433550,9593,host,primates,mammals,NULL,1
enterovirus a,3614624,138948,virus,virus,gorilla gorilla,3433550,9593,host,primates,mammals,NULL,3
enterovirus a,3614624,138948,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,1
enterovirus a,3614624,138948,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,2
enterovirus a,3614624,138948,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,3
enterovirus a,3614624,138948,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,6
enterovirus a,3614624,138948,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,12
enterovirus a,3614624,138948,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,17
enterovirus a,3614624,138948,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,27
enterovirus a,3614624,138948,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,33
enterovirus a,3614624,138948,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,87
enterovirus a,3614624,138948,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,159
enterovirus a,3614624,138948,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,294
enterovirus a,3614624,138948,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,483
enterovirus a,3614624,138948,virus,virus,homo sapiens,3433574,9606,host,human,mammals,1,41
enterovirus a,3614624,138948,virus,virus,homo sapiens,3433574,9606,host,human,mammals,1,46
enterovirus a,3614624,138948,virus,virus,homo sapiens,3433574,9606,host,human,mammals,2,1103
enterovirus a,3614624,138948,virus,virus,homo sapiens,3433574,9606,host,human,mammals,2,4450
enterovirus a,3614624,138948,virus,virus,homo sapiens,3433574,9606,host,human,mammals,9,3292
enterovirus a,3614624,138948,virus,virus,homo sapiens,3433574,9606,host,human,mammals,74,7959
enterovirus a,3614624,138948,virus,virus,homo sapiens,3433574,9606,host,human,mammals,94,470
enterovirus a,3614624,138948,virus,virus,macaca mulatta,3433483,9544,host,primates,mammals,NULL,4
enterovirus a,3614624,138948,virus,virus,mandrillus sphinx,3433506,9561,host,primates,mammals,NULL,22
enterovirus a,3614624,138948,virus,virus,mus musculus,3434366,10090,host,rodents,mammals,NULL,2
enterovirus a,3614624,138948,virus,virus,pan troglodytes,3433558,9598,host,primates,mammals,NULL,1
enterovirus a,3614624,138948,virus,virus,pan troglodytes,3433558,9598,host,primates,mammals,NULL,12
enterovirus b,3614625,138949,virus,virus,gorilla gorilla,3433550,9593,host,primates,mammals,NULL,1
enterovirus b,3614625,138949,virus,virus,gorilla gorilla,3433550,9593,host,primates,mammals,NULL,3
enterovirus b,3614625,138949,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,1
enterovirus b,3614625,138949,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,2
enterovirus b,3614625,138949,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,4
enterovirus b,3614625,138949,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,5
enterovirus b,3614625,138949,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,7
enterovirus b,3614625,138949,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,8
enterovirus b,3614625,138949,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,9
enterovirus b,3614625,138949,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,10
enterovirus b,3614625,138949,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,12
enterovirus b,3614625,138949,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,14
enterovirus b,3614625,138949,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,17
enterovirus b,3614625,138949,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,19
enterovirus b,3614625,138949,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,22
enterovirus b,3614625,138949,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,26
enterovirus b,3614625,138949,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,29
enterovirus b,3614625,138949,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,36
enterovirus b,3614625,138949,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,43
enterovirus b,3614625,138949,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,49
enterovirus b,3614625,138949,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,52
enterovirus b,3614625,138949,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,61
enterovirus b,3614625,138949,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,63
enterovirus b,3614625,138949,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,104
enterovirus b,3614625,138949,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,111
enterovirus b,3614625,138949,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,113
enterovirus b,3614625,138949,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,159
enterovirus b,3614625,138949,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,216
enterovirus b,3614625,138949,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,220
enterovirus b,3614625,138949,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,295
enterovirus b,3614625,138949,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,354
enterovirus b,3614625,138949,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,367
enterovirus b,3614625,138949,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,2357
enterovirus b,3614625,138949,virus,virus,homo sapiens,3433574,9606,host,human,mammals,1,1
enterovirus b,3614625,138949,virus,virus,homo sapiens,3433574,9606,host,human,mammals,1,56
enterovirus b,3614625,138949,virus,virus,homo sapiens,3433574,9606,host,human,mammals,1,75
enterovirus b,3614625,138949,virus,virus,homo sapiens,3433574,9606,host,human,mammals,1,95
enterovirus b,3614625,138949,virus,virus,homo sapiens,3433574,9606,host,human,mammals,2,20
enterovirus b,3614625,138949,virus,virus,homo sapiens,3433574,9606,host,human,mammals,2,39
enterovirus b,3614625,138949,virus,virus,homo sapiens,3433574,9606,host,human,mammals,2,187
enterovirus b,3614625,138949,virus,virus,homo sapiens,3433574,9606,host,human,mammals,2,340
enterovirus b,3614625,138949,virus,virus,homo sapiens,3433574,9606,host,human,mammals,8,71
enterovirus b,3614625,138949,virus,virus,homo sapiens,3433574,9606,host,human,mammals,9,315
enterovirus b,3614625,138949,virus,virus,homo sapiens,3433574,9606,host,human,mammals,10,107
enterovirus b,3614625,138949,virus,virus,homo sapiens,3433574,9606,host,human,mammals,13,358
enterovirus b,3614625,138949,virus,virus,homo sapiens,3433574,9606,host,human,mammals,14,407
enterovirus b,3614625,138949,virus,virus,homo sapiens,3433574,9606,host,human,mammals,14,698
enterovirus b,3614625,138949,virus,virus,homo sapiens,3433574,9606,host,human,mammals,21,89
enterovirus b,3614625,138949,virus,virus,homo sapiens,3433574,9606,host,human,mammals,22,NULL
enterovirus b,3614625,138949,virus,virus,homo sapiens,3433574,9606,host,human,mammals,22,1451
enterovirus b,3614625,138949,virus,virus,homo sapiens,3433574,9606,host,human,mammals,23,705
enterovirus b,3614625,138949,virus,virus,homo sapiens,3433574,9606,host,human,mammals,30,346
enterovirus b,3614625,138949,virus,virus,homo sapiens,3433574,9606,host,human,mammals,30,1062
enterovirus b,3614625,138949,virus,virus,homo sapiens,3433574,9606,host,human,mammals,128,572
enterovirus b,3614625,138949,virus,virus,homo sapiens,3433574,9606,host,human,mammals,728,564
enterovirus b,3614625,138949,virus,virus,macaca mulatta,3433483,9544,host,primates,mammals,NULL,2
enterovirus b,3614625,138949,virus,virus,mandrillus sphinx,3433506,9561,host,primates,mammals,NULL,3
enterovirus b,3614625,138949,virus,virus,mandrillus sphinx,3433506,9561,host,primates,mammals,NULL,5
enterovirus b,3614625,138949,virus,virus,mandrillus sphinx,3433506,9561,host,primates,mammals,NULL,13
enterovirus b,3614625,138949,virus,virus,pan troglodytes,3433558,9598,host,primates,mammals,NULL,1
enterovirus b,3614625,138949,virus,virus,pan troglodytes,3433558,9598,host,primates,mammals,NULL,2
enterovirus b,3614625,138949,virus,virus,pan troglodytes,3433558,9598,host,primates,mammals,NULL,3
enterovirus b,3614625,138949,virus,virus,sus scrofa,3433956,9823,host,suina,mammals,NULL,1
enterovirus b,3614625,138949,virus,virus,sus scrofa,3433956,9823,host,suina,mammals,1,1
enterovirus b,3614625,138949,virus,virus,sus scrofa,3433956,9823,host,suina,mammals,6,NULL
enterovirus b,3614625,138949,virus,virus,sus scrofa,3433956,9823,host,suina,mammals,20,NULL
enterovirus b,3614625,138949,virus,virus,sus scrofa,3433956,9823,host,suina,mammals,75,NULL
enterovirus b,3614625,138949,virus,virus,sus scrofa,3433956,9823,host,suina,mammals,149,35
enterovirus c,3614626,138950,virus,virus,gorilla gorilla,3433550,9593,host,primates,mammals,NULL,3
enterovirus c,3614626,138950,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,1
enterovirus c,3614626,138950,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,2
enterovirus c,3614626,138950,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,4
enterovirus c,3614626,138950,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,5
enterovirus c,3614626,138950,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,12
enterovirus c,3614626,138950,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,15
enterovirus c,3614626,138950,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,18
enterovirus c,3614626,138950,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,20
enterovirus c,3614626,138950,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,26
enterovirus c,3614626,138950,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,29
enterovirus c,3614626,138950,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,33
enterovirus c,3614626,138950,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,34
enterovirus c,3614626,138950,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,49
enterovirus c,3614626,138950,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,54
enterovirus c,3614626,138950,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,69
enterovirus c,3614626,138950,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,105
enterovirus c,3614626,138950,virus,virus,homo sapiens,3433574,9606,host,human,mammals,1,36
enterovirus c,3614626,138950,virus,virus,homo sapiens,3433574,9606,host,human,mammals,1,46
enterovirus c,3614626,138950,virus,virus,homo sapiens,3433574,9606,host,human,mammals,5,130
enterovirus c,3614626,138950,virus,virus,homo sapiens,3433574,9606,host,human,mammals,6,1163
enterovirus c,3614626,138950,virus,virus,homo sapiens,3433574,9606,host,human,mammals,26,520
enterovirus c,3614626,138950,virus,virus,homo sapiens,3433574,9606,host,human,mammals,30,1347
enterovirus c,3614626,138950,virus,virus,homo sapiens,3433574,9606,host,human,mammals,65,1609
enterovirus c,3614626,138950,virus,virus,homo sapiens,3433574,9606,host,human,mammals,454,478
enterovirus c,3614626,138950,virus,virus,mandrillus sphinx,3433506,9561,host,primates,mammals,NULL,1
